PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
USA,b,1975,4,0.00049,0.00049,0.5,98149,48,98125,6860165,69.90
USA,b,1975,5,0.00042,0.00042,0.5,98101,41,98081,6762040,68.93
USA,b,1975,6,0.00038,0.00037,0.5,98060,37,98042,6663959,67.96
USA,b,1975,7,0.00036,0.00036,0.5,98023,35,98006,6565917,66.98
USA,b,1975,8,0.00030,0.00030,0.5,97989,30,97974,6467911,66.01
USA,b,1975,9,0.00030,0.00030,0.5,97959,29,97944,6369938,65.03
USA,b,1975,10,0.00029,0.00029,0.5,97929,29,97915,6271994,64.05
USA,b,1975,11,0.00030,0.00030,0.5,97901,30,97886,6174078,63.06
USA,b,1975,12,0.00031,0.00031,0.5,97871,31,97856,6076193,62.08
USA,b,1975,13,0.00036,0.00036,0.5,97840,36,97822,5978337,61.10
USA,b,1975,14,0.00049,0.00049,0.5,97805,48,97781,5880514,60.13
USA,b,1975,15,0.00063,0.00063,0.5,97757,62,97726,5782734,59.15
USA,b,1975,16,0.00080,0.00080,0.5,97695,78,97656,5685008,58.19
USA,b,1975,17,0.00104,0.00104,0.5,97617,101,97566,5587352,57.24
USA,b,1975,18,0.00125,0.00125,0.5,97515,122,97454,5489786,56.30
USA,b,1975,19,0.00131,0.00131,0.5,97394,127,97330,5392332,55.37
USA,b,1975,20,0.00133,0.00133,0.5,97266,129,97202,5295002,54.44
USA,b,1975,21,0.00138,0.00138,0.5,97137,134,97070,5197800,53.51
USA,b,1975,22,0.00136,0.00136,0.5,97003,131,96937,5100731,52.58
USA,b,1975,23,0.00139,0.00139,0.5,96871,135,96804,5003794,51.65
USA,b,1975,24,0.00135,0.00135,0.5,96737,131,96671,4906990,50.73
USA,b,1975,25,0.00135,0.00134,0.5,96606,130,96541,4810318,49.79
USA,b,1975,26,0.00135,0.00135,0.5,96476,130,96411,4713777,48.86
USA,b,1975,27,0.00136,0.00136,0.5,96346,131,96281,4617366,47.92
USA,b,1975,28,0.00136,0.00135,0.5,96215,130,96150,4521085,46.99
USA,b,1975,29,0.00126,0.00126,0.5,96085,121,96025,4424935,46.05
USA,b,1975,30,0.00139,0.00139,0.5,95964,133,95898,4328911,45.11
USA,b,1975,31,0.00143,0.00143,0.5,95831,137,95763,4233013,44.17
USA,b,1975,32,0.00150,0.00150,0.5,95694,143,95623,4137251,43.23
USA,b,1975,33,0.00155,0.00155,0.5,95551,148,95477,4041628,42.30
USA,b,1975,34,0.00162,0.00162,0.5,95403,154,95326,3946151,41.36
USA,b,1975,35,0.00180,0.00179,0.5,95249,171,95163,3850825,40.43
USA,b,1975,36,0.00190,0.00190,0.5,95078,181,94987,3755662,39.50
USA,b,1975,37,0.00209,0.00209,0.5,94897,198,94798,3660675,38.58
USA,b,1975,38,0.00221,0.00221,0.5,94699,209,94594,3565877,37.65
USA,b,1975,39,0.00249,0.00249,0.5,94490,235,94372,3471283,36.74
USA,b,1975,40,0.00274,0.00274,0.5,94255,258,94125,3376910,35.83
USA,b,1975,41,0.00289,0.00289,0.5,93996,272,93861,3282785,34.92
USA,b,1975,42,0.00335,0.00334,0.5,93725,313,93568,3188924,34.02
USA,b,1975,43,0.00348,0.00348,0.5,93412,325,93249,3095356,33.14
USA,b,1975,44,0.00377,0.00376,0.5,93087,350,92912,3002107,32.25
USA,b,1975,45,0.00424,0.00423,0.5,92737,392,92541,2909195,31.37
USA,b,1975,46,0.00453,0.00452,0.5,92345,417,92136,2816655,30.50
USA,b,1975,47,0.00524,0.00523,0.5,91927,481,91687,2724519,29.64
USA,b,1975,48,0.00557,0.00556,0.5,91446,508,91192,2632832,28.79
USA,b,1975,49,0.00607,0.00605,0.5,90938,550,90663,2541640,27.95
USA,b,1975,50,0.00673,0.00671,0.5,90388,606,90085,2450977,27.12
USA,b,1975,51,0.00719,0.00716,0.5,89782,643,89460,2360892,26.30
USA,b,1975,52,0.00776,0.00773,0.5,89139,689,88794,2271432,25.48
USA,b,1975,53,0.00837,0.00834,0.5,88450,737,88081,2182638,24.68
USA,b,1975,54,0.00928,0.00923,0.5,87712,810,87307,2094557,23.88
USA,b,1975,55,0.01001,0.00996,0.5,86902,866,86469,2007250,23.10
USA,b,1975,56,0.01069,0.01063,0.5,86036,914,85579,1920781,22.33
USA,b,1975,57,0.01205,0.01198,0.5,85122,1020,84612,1835202,21.56
USA,b,1975,58,0.01302,0.01294,0.5,84102,1088,83558,1750590,20.81
USA,b,1975,59,0.01390,0.01381,0.5,83014,1146,82441,1667031,20.08
USA,b,1975,60,0.01534,0.01522,0.5,81868,1246,81245,1584590,19.36
USA,b,1975,61,0.01624,0.01611,0.5,80622,1299,79973,1503345,18.65
USA,b,1975,62,0.01839,0.01822,0.5,79323,1446,78601,1423373,17.94
USA,b,1975,63,0.01944,0.01925,0.5,77878,1499,77128,1344772,17.27
USA,b,1975,64,0.02131,0.02108,0.5,76378,1610,75573,1267644,16.60
USA,b,1975,65,0.02270,0.02244,0.5,74768,1678,73929,1192070,15.94
USA,b,1975,66,0.02367,0.02339,0.5,73090,1710,72236,1118141,15.30
USA,b,1975,67,0.02677,0.02641,0.5,71381,1885,70438,1045905,14.65
USA,b,1975,68,0.02862,0.02821,0.5,69495,1961,68515,975467,14.04
USA,b,1975,69,0.03047,0.03001,0.5,67535,2027,66521,906952,13.43
USA,b,1975,70,0.03331,0.03277,0.5,65508,2147,64435,840431,12.83
USA,b,1975,71,0.03542,0.03480,0.5,63361,2205,62259,775996,12.25
USA,b,1975,72,0.03951,0.03874,0.5,61156,2369,59972,713737,11.67
USA,b,1975,73,0.04123,0.04039,0.5,58787,2375,57600,653765,11.12
USA,b,1975,74,0.04759,0.04648,0.5,56412,2622,55101,596165,10.57
USA,b,1975,75,0.05019,0.04896,0.5,53790,2634,52473,541064,10.06
USA,b,1975,76,0.05258,0.05123,0.5,51157,2621,49846,488591,9.55
USA,b,1975,77,0.05937,0.05766,0.5,48536,2798,47137,438744,9.04
USA,b,1975,78,0.06458,0.06256,0.5,45738,2861,44307,391608,8.56
USA,b,1975,79,0.07101,0.06858,0.5,42876,2940,41406,347301,8.10
USA,b,1975,80,0.07761,0.07471,0.5,39936,2984,38444,305894,7.66
USA,b,1975,81,0.08213,0.07889,0.5,36952,2915,35495,267450,7.24
USA,b,1975,82,0.09290,0.08877,0.5,34037,3022,32527,231955,6.81
USA,b,1975,83,0.10181,0.09688,0.5,31016,3005,29513,199429,6.43
USA,b,1975,84,0.10961,0.10391,0.5,28011,2911,26556,169915,6.07
USA,b,1975,85,0.12026,0.11344,0.5,25100,2847,23677,143360,5.71
USA,b,1975,86,0.13130,0.12321,0.5,22253,2742,20882,119683,5.38
USA,b,1975,87,0.14276,0.13324,0.5,19511,2600,18211,98801,5.06
USA,b,1975,88,0.15348,0.14254,0.5,16912,2411,15706,80589,4.77
USA,b,1975,89,0.16943,0.15620,0.5,14501,2265,13368,64883,4.47
USA,b,1975,90,0.18639,0.17050,0.5,12236,2086,11193,51515,4.21
USA,b,1975,91,0.19779,0.17999,0.5,10150,1827,9236,40322,3.97
USA,b,1975,92,0.21408,0.19338,0.5,8323,1609,7518,31086,3.73
USA,b,1975,93,0.23593,0.21104,0.5,6713,1417,6005,23568,3.51
USA,b,1975,94,0.25265,0.22431,0.5,5297,1188,4703,17563,3.32
USA,b,1975,95,0.27080,0.23851,0.5,4108,980,3619,12860,3.13
USA,b,1975,96,0.29117,0.25417,0.5,3129,795,2731,9242,2.95
USA,b,1975,97,0.31248,0.27025,0.5,2333,631,2018,6511,2.79
USA,b,1975,98,0.33466,0.28669,0.5,1703,488,1459,4492,2.64
USA,b,1975,99,0.35765,0.30340,0.5,1215,369,1030,3034,2.50
USA,b,1975,100,0.38138,0.32030,0.5,846,271,711,2003,2.37
USA,b,1975,101,0.40573,0.33731,0.5,575,194,478,1293,2.25
USA,b,1975,102,0.43062,0.35433,0.5,381,135,314,815,2.14
USA,b,1975,103,0.45591,0.37127,0.5,246,91,200,501,2.04
USA,b,1975,104,0.48147,0.38805,0.5,155,60,125,301,1.94
USA,b,1975,105,0.50719,0.40459,0.5,95,38,76,176,1.86
USA,b,1975,106,0.53290,0.42079,0.5,56,24,45,100,1.78
USA,b,1975,107,0.55849,0.43658,0.5,33,14,26,56,1.71
USA,b,1975,108,0.58381,0.45190,0.5,18,8,14,30,1.66
USA,b,1975,109,0.60873,0.46669,0.5,10,5,8,16,1.61
USA,b,1975,110+,0.63313,1.00000,1.58,5,5,8,8,1.58
USA,b,1976,0,0.01561,0.01539,0.09,100000,1539,98602,7283751,72.84
USA,b,1976,1,0.00104,0.00104,0.5,98461,102,98410,7185150,72.97
USA,b,1976,2,0.00070,0.00070,0.5,98359,69,98325,7086740,72.05
USA,b,1976,3,0.00056,0.00056,0.5,98290,55,98263,6988415,71.10
USA,b,1976,4,0.00045,0.00045,0.5,98236,45,98213,6890152,70.14
USA,b,1976,5,0.00042,0.00042,0.5,98191,41,98170,6791939,69.17
USA,b,1976,6,0.00036,0.00036,0.5,98150,36,98132,6693769,68.20
USA,b,1976,7,0.00033,0.00033,0.5,98114,33,98098,6595637,67.22
USA,b,1976,8,0.00031,0.00031,0.5,98082,30,98067,6497539,66.25
USA,b,1976,9,0.00029,0.00029,0.5,98052,28,98037,6399472,65.27
USA,b,1976,10,0.00028,0.00028,0.5,98023,28,98010,6301435,64.29
USA,b,1976,11,0.00027,0.00027,0.5,97996,26,97983,6203425,63.30
USA,b,1976,12,0.00030,0.00030,0.5,97970,30,97955,6105442,62.32
USA,b,1976,13,0.00038,0.00038,0.5,97940,37,97921,6007488,61.34
USA,b,1976,14,0.00047,0.00047,0.5,97903,46,97880,5909566,60.36
USA,b,1976,15,0.00057,0.00057,0.5,97857,56,97829,5811686,59.39
USA,b,1976,16,0.00079,0.00079,0.5,97801,77,97763,5713857,58.42
USA,b,1976,17,0.00098,0.00098,0.5,97724,96,97676,5616095,57.47
USA,b,1976,18,0.00121,0.00121,0.5,97628,118,97569,5518418,56.52
USA,b,1976,19,0.00126,0.00126,0.5,97510,123,97449,5420849,55.59
USA,b,1976,20,0.00128,0.00128,0.5,97387,124,97325,5323401,54.66
USA,b,1976,21,0.00129,0.00129,0.5,97263,125,97201,5226075,53.73
USA,b,1976,22,0.00131,0.00131,0.5,97138,128,97074,5128875,52.80
USA,b,1976,23,0.00127,0.00127,0.5,97010,123,96949,5031801,51.87
USA,b,1976,24,0.00129,0.00129,0.5,96887,125,96825,4934852,50.93
USA,b,1976,25,0.00128,0.00128,0.5,96762,123,96700,4838027,50.00
USA,b,1976,26,0.00125,0.00125,0.5,96639,121,96578,4741327,49.06
USA,b,1976,27,0.00126,0.00126,0.5,96518,122,96457,4644749,48.12
USA,b,1976,28,0.00128,0.00128,0.5,96396,123,96335,4548292,47.18
USA,b,1976,29,0.00132,0.00132,0.5,96273,127,96210,4451957,46.24
USA,b,1976,30,0.00122,0.00122,0.5,96146,118,96087,4355747,45.30
USA,b,1976,31,0.00134,0.00134,0.5,96028,129,95964,4259660,44.36
USA,b,1976,32,0.00141,0.00141,0.5,95900,135,95832,4163696,43.42
USA,b,1976,33,0.00149,0.00149,0.5,95765,142,95694,4067864,42.48
USA,b,1976,34,0.00156,0.00156,0.5,95622,149,95548,3972170,41.54
USA,b,1976,35,0.00167,0.00167,0.5,95473,159,95394,3876623,40.60
USA,b,1976,36,0.00177,0.00177,0.5,95314,169,95230,3781229,39.67
USA,b,1976,37,0.00196,0.00196,0.5,95145,186,95052,3685999,38.74
USA,b,1976,38,0.00220,0.00220,0.5,94959,209,94855,3590947,37.82
USA,b,1976,39,0.00234,0.00233,0.5,94751,221,94640,3496092,36.90
USA,b,1976,40,0.00259,0.00259,0.5,94529,245,94407,3401452,35.98
USA,b,1976,41,0.00279,0.00278,0.5,94285,262,94154,3307045,35.08
USA,b,1976,42,0.00310,0.00310,0.5,94022,291,93877,3212892,34.17
USA,b,1976,43,0.00345,0.00345,0.5,93731,323,93570,3119015,33.28
USA,b,1976,44,0.00372,0.00371,0.5,93408,347,93235,3025445,32.39
USA,b,1976,45,0.00416,0.00415,0.5,93062,386,92869,2932210,31.51
USA,b,1976,46,0.00448,0.00447,0.5,92675,414,92468,2839341,30.64
USA,b,1976,47,0.00488,0.00486,0.5,92261,449,92037,2746873,29.77
USA,b,1976,48,0.00543,0.00541,0.5,91812,497,91564,2654837,28.92
USA,b,1976,49,0.00595,0.00594,0.5,91315,542,91044,2563273,28.07
USA,b,1976,50,0.00652,0.00650,0.5,90773,590,90478,2472228,27.24
USA,b,1976,51,0.00703,0.00701,0.5,90183,632,89867,2381750,26.41
USA,b,1976,52,0.00775,0.00772,0.5,89552,691,89206,2291883,25.59
USA,b,1976,53,0.00831,0.00828,0.5,88860,735,88493,2202677,24.79
USA,b,1976,54,0.00891,0.00887,0.5,88125,782,87734,2114184,23.99
USA,b,1976,55,0.00976,0.00971,0.5,87343,848,86919,2026450,23.20
USA,b,1976,56,0.01082,0.01076,0.5,86495,931,86029,1939532,22.42
USA,b,1976,57,0.01152,0.01145,0.5,85564,980,85074,1853502,21.66
USA,b,1976,58,0.01278,0.01270,0.5,84584,1074,84047,1768428,20.91
USA,b,1976,59,0.01381,0.01372,0.5,83510,1145,82937,1684381,20.17
USA,b,1976,60,0.01506,0.01495,0.5,82364,1231,81749,1601444,19.44
USA,b,1976,61,0.01626,0.01613,0.5,81133,1308,80479,1519696,18.73
USA,b,1976,62,0.01814,0.01798,0.5,79824,1435,79107,1439217,18.03
USA,b,1976,63,0.01940,0.01922,0.5,78389,1506,77636,1360110,17.35
USA,b,1976,64,0.02061,0.02040,0.5,76883,1569,76098,1282474,16.68
USA,b,1976,65,0.02250,0.02225,0.5,75314,1676,74476,1206376,16.02
USA,b,1976,66,0.02357,0.02329,0.5,73639,1715,72781,1131900,15.37
USA,b,1976,67,0.02569,0.02537,0.5,71923,1825,71011,1059119,14.73
USA,b,1976,68,0.02809,0.02771,0.5,70099,1942,69128,988107,14.10
USA,b,1976,69,0.03060,0.03014,0.5,68157,2054,67130,918980,13.48
USA,b,1976,70,0.03316,0.03262,0.5,66103,2156,65025,851850,12.89
USA,b,1976,71,0.03463,0.03404,0.5,63947,2177,62858,786825,12.30
USA,b,1976,72,0.03817,0.03746,0.5,61770,2314,60613,723967,11.72
USA,b,1976,73,0.04152,0.04068,0.5,59456,2419,58246,663354,11.16
USA,b,1976,74,0.04338,0.04246,0.5,57037,2422,55826,605108,10.61
USA,b,1976,75,0.05135,0.05007,0.5,54615,2735,53248,549282,10.06
USA,b,1976,76,0.05314,0.05176,0.5,51881,2686,50538,496034,9.56
USA,b,1976,77,0.05700,0.05542,0.5,49195,2727,47832,445496,9.06
USA,b,1976,78,0.06452,0.06251,0.5,46469,2905,45016,397664,8.56
USA,b,1976,79,0.06952,0.06718,0.5,43564,2927,42101,352648,8.09
USA,b,1976,80,0.07680,0.07396,0.5,40637,3006,39135,310547,7.64
USA,b,1976,81,0.08105,0.07789,0.5,37632,2931,36166,271412,7.21
USA,b,1976,82,0.09063,0.08670,0.5,34700,3009,33196,235246,6.78
USA,b,1976,83,0.10182,0.09689,0.5,31692,3071,30156,202050,6.38
USA,b,1976,84,0.11018,0.10442,0.5,28621,2989,27127,171893,6.01
USA,b,1976,85,0.11887,0.11220,0.5,25632,2876,24195,144767,5.65
USA,b,1976,86,0.13344,0.12509,0.5,22757,2847,21333,120572,5.30
USA,b,1976,87,0.14557,0.13569,0.5,19910,2702,18559,99239,4.98
USA,b,1976,88,0.15524,0.14406,0.5,17208,2479,15969,80680,4.69
USA,b,1976,89,0.17136,0.15784,0.5,14729,2325,13567,64711,4.39
USA,b,1976,90,0.18958,0.17316,0.5,12404,2148,11330,51144,4.12
USA,b,1976,91,0.20030,0.18206,0.5,10256,1867,9323,39814,3.88
USA,b,1976,92,0.22252,0.20024,0.5,8389,1680,7549,30491,3.63
USA,b,1976,93,0.24086,0.21497,0.5,6709,1442,5988,22942,3.42
USA,b,1976,94,0.26084,0.23074,0.5,5267,1215,4659,16954,3.22
USA,b,1976,95,0.27981,0.24547,0.5,4052,995,3554,12294,3.03
USA,b,1976,96,0.30151,0.26201,0.5,3057,801,2657,8740,2.86
USA,b,1976,97,0.32419,0.27897,0.5,2256,629,1941,6083,2.70
USA,b,1976,98,0.34779,0.29627,0.5,1627,482,1386,4142,2.55
USA,b,1976,99,0.37222,0.31381,0.5,1145,359,965,2756,2.41
USA,b,1976,100,0.39738,0.33151,0.5,786,260,655,1791,2.28
USA,b,1976,101,0.42315,0.34926,0.5,525,183,433,1136,2.16
USA,b,1976,102,0.44941,0.36695,0.5,342,125,279,702,2.06
USA,b,1976,103,0.47601,0.38449,0.5,216,83,175,423,1.96
USA,b,1976,104,0.50279,0.40178,0.5,133,53,106,249,1.87
USA,b,1976,105,0.52961,0.41873,0.5,80,33,63,142,1.79
USA,b,1976,106,0.55630,0.43524,0.5,46,20,36,79,1.71
USA,b,1976,107,0.58271,0.45124,0.5,26,12,20,43,1.65
USA,b,1976,108,0.60870,0.46667,0.5,14,7,11,23,1.59
USA,b,1976,109,0.63412,0.48147,0.5,8,4,6,12,1.55
USA,b,1976,110+,0.65885,1.00000,1.52,4,4,6,6,1.52
USA,b,1977,0,0.01477,0.01458,0.09,100000,1458,98673,7320547,73.21
USA,b,1977,1,0.00102,0.00102,0.5,98542,100,98492,7221875,73.29
USA,b,1977,2,0.00071,0.00071,0.5,98442,70,98407,7123383,72.36
USA,b,1977,3,0.00052,0.00052,0.5,98372,51,98347,7024976,71.41
USA,b,1977,4,0.00043,0.00043,0.5,98322,42,98300,6926629,70.45
USA,b,1977,5,0.00040,0.00040,0.5,98279,40,98259,6828328,69.48
USA,b,1977,6,0.00036,0.00036,0.5,98240,35,98222,6730069,68.51
USA,b,1977,7,0.00030,0.00030,0.5,98204,30,98189,6631847,67.53
USA,b,1977,8,0.00031,0.00031,0.5,98175,31,98159,6533657,66.55
USA,b,1977,9,0.00029,0.00029,0.5,98144,29,98130,6435498,65.57
USA,b,1977,10,0.00027,0.00027,0.5,98115,27,98102,6337368,64.59
USA,b,1977,11,0.00030,0.00030,0.5,98089,29,98074,6239266,63.61
USA,b,1977,12,0.00032,0.00032,0.5,98059,31,98044,6141192,62.63
USA,b,1977,13,0.00037,0.00037,0.5,98029,36,98011,6043148,61.65
USA,b,1977,14,0.00046,0.00046,0.5,97993,45,97970,5945138,60.67
USA,b,1977,15,0.00061,0.00061,0.5,97948,60,97918,5847168,59.70
USA,b,1977,16,0.00083,0.00083,0.5,97888,81,97847,5749250,58.73
USA,b,1977,17,0.00099,0.00099,0.5,97807,97,97758,5651403,57.78
USA,b,1977,18,0.00124,0.00124,0.5,97709,121,97649,5553645,56.84
USA,b,1977,19,0.00131,0.00131,0.5,97588,128,97524,5455996,55.91
USA,b,1977,20,0.00132,0.00132,0.5,97460,128,97396,5358472,54.98
USA,b,1977,21,0.00132,0.00132,0.5,97332,129,97267,5261076,54.05
USA,b,1977,22,0.00133,0.00133,0.5,97203,130,97138,5163809,53.12
USA,b,1977,23,0.00127,0.00127,0.5,97074,123,97012,5066670,52.19
USA,b,1977,24,0.00129,0.00129,0.5,96950,125,96888,4969658,51.26
USA,b,1977,25,0.00126,0.00126,0.5,96825,122,96764,4872771,50.33
USA,b,1977,26,0.00128,0.00128,0.5,96703,124,96641,4776007,49.39
USA,b,1977,27,0.00125,0.00125,0.5,96579,121,96519,4679366,48.45
USA,b,1977,28,0.00126,0.00126,0.5,96458,122,96397,4582847,47.51
USA,b,1977,29,0.00131,0.00131,0.5,96336,126,96273,4486450,46.57
USA,b,1977,30,0.00132,0.00132,0.5,96210,127,96147,4390177,45.63
USA,b,1977,31,0.00125,0.00124,0.5,96083,120,96024,4294030,44.69
USA,b,1977,32,0.00144,0.00144,0.5,95964,138,95895,4198007,43.75
USA,b,1977,33,0.00142,0.00142,0.5,95826,136,95758,4102112,42.81
USA,b,1977,34,0.00159,0.00159,0.5,95690,152,95614,4006354,41.87
USA,b,1977,35,0.00166,0.00166,0.5,95538,158,95459,3910740,40.93
USA,b,1977,36,0.00182,0.00182,0.5,95380,173,95293,3815281,40.00
USA,b,1977,37,0.00192,0.00192,0.5,95207,183,95115,3719988,39.07
USA,b,1977,38,0.00210,0.00209,0.5,95024,199,94924,3624872,38.15
USA,b,1977,39,0.00226,0.00226,0.5,94825,214,94718,3529948,37.23
USA,b,1977,40,0.00242,0.00241,0.5,94610,228,94496,3435230,36.31
USA,b,1977,41,0.00276,0.00276,0.5,94382,260,94252,3340734,35.40
USA,b,1977,42,0.00308,0.00308,0.5,94122,290,93977,3246482,34.49
USA,b,1977,43,0.00335,0.00334,0.5,93832,314,93675,3152505,33.60
USA,b,1977,44,0.00361,0.00360,0.5,93519,337,93350,3058830,32.71
USA,b,1977,45,0.00398,0.00397,0.5,93182,370,92996,2965480,31.82
USA,b,1977,46,0.00429,0.00429,0.5,92811,398,92612,2872483,30.95
USA,b,1977,47,0.00468,0.00467,0.5,92414,432,92198,2779871,30.08
USA,b,1977,48,0.00519,0.00518,0.5,91982,476,91744,2687673,29.22
USA,b,1977,49,0.00591,0.00589,0.5,91505,539,91236,2595929,28.37
USA,b,1977,50,0.00637,0.00634,0.5,90967,577,90678,2504693,27.53
USA,b,1977,51,0.00686,0.00684,0.5,90389,618,90080,2414015,26.71
USA,b,1977,52,0.00762,0.00759,0.5,89771,681,89431,2323935,25.89
USA,b,1977,53,0.00819,0.00815,0.5,89090,727,88727,2234504,25.08
USA,b,1977,54,0.00869,0.00865,0.5,88363,765,87981,2145778,24.28
USA,b,1977,55,0.00975,0.00970,0.5,87599,850,87174,2057797,23.49
USA,b,1977,56,0.01043,0.01038,0.5,86749,900,86299,1970623,22.72
USA,b,1977,57,0.01143,0.01136,0.5,85849,976,85361,1884324,21.95
USA,b,1977,58,0.01210,0.01203,0.5,84873,1021,84363,1798963,21.20
USA,b,1977,59,0.01350,0.01341,0.5,83852,1124,83290,1714600,20.45
USA,b,1977,60,0.01452,0.01442,0.5,82728,1193,82132,1631309,19.72
USA,b,1977,61,0.01567,0.01554,0.5,81535,1267,80902,1549178,19.00
USA,b,1977,62,0.01753,0.01737,0.5,80268,1395,79571,1468276,18.29
USA,b,1977,63,0.01886,0.01868,0.5,78873,1473,78137,1388705,17.61
USA,b,1977,64,0.02019,0.01998,0.5,77400,1547,76627,1310569,16.93
USA,b,1977,65,0.02177,0.02153,0.5,75853,1633,75036,1233942,16.27
USA,b,1977,66,0.02321,0.02295,0.5,74220,1703,73368,1158906,15.61
USA,b,1977,67,0.02522,0.02490,0.5,72517,1806,71614,1085538,14.97
USA,b,1977,68,0.02694,0.02659,0.5,70711,1880,69771,1013924,14.34
USA,b,1977,69,0.02993,0.02949,0.5,68831,2030,67816,944153,13.72
USA,b,1977,70,0.03203,0.03152,0.5,66801,2106,65748,876337,13.12
USA,b,1977,71,0.03435,0.03377,0.5,64695,2185,63603,810589,12.53
USA,b,1977,72,0.03711,0.03644,0.5,62510,2278,61372,746986,11.95
USA,b,1977,73,0.04053,0.03972,0.5,60233,2393,59036,685615,11.38
USA,b,1977,74,0.04371,0.04278,0.5,57840,2474,56603,626578,10.83
USA,b,1977,75,0.04712,0.04603,0.5,55366,2549,54091,569975,10.29
USA,b,1977,76,0.05323,0.05185,0.5,52817,2739,51448,515884,9.77
USA,b,1977,77,0.05633,0.05479,0.5,50078,2744,48707,464436,9.27
USA,b,1977,78,0.05975,0.05802,0.5,47335,2746,45962,415730,8.78
USA,b,1977,79,0.06815,0.06591,0.5,44588,2939,43119,369768,8.29
USA,b,1977,80,0.07443,0.07176,0.5,41650,2989,40155,326649,7.84
USA,b,1977,81,0.07953,0.07649,0.5,38661,2957,37182,286494,7.41
USA,b,1977,82,0.08722,0.08357,0.5,35704,2984,34212,249311,6.98
USA,b,1977,83,0.09730,0.09279,0.5,32720,3036,31202,215100,6.57
USA,b,1977,84,0.10773,0.10222,0.5,29684,3034,28167,183898,6.20
USA,b,1977,85,0.11498,0.10873,0.5,26649,2898,25201,155731,5.84
USA,b,1977,86,0.12551,0.11810,0.5,23752,2805,22349,130531,5.50
USA,b,1977,87,0.13810,0.12918,0.5,20947,2706,19594,108182,5.16
USA,b,1977,88,0.15000,0.13953,0.5,18241,2545,16968,88588,4.86
USA,b,1977,89,0.16346,0.15111,0.5,15696,2372,14510,71620,4.56
USA,b,1977,90,0.17905,0.16434,0.5,13324,2190,12229,57110,4.29
USA,b,1977,91,0.19490,0.17759,0.5,11134,1977,10145,44881,4.03
USA,b,1977,92,0.21323,0.19269,0.5,9157,1764,8275,34736,3.79
USA,b,1977,93,0.22801,0.20468,0.5,7392,1513,6636,26461,3.58
USA,b,1977,94,0.24458,0.21793,0.5,5879,1281,5239,19825,3.37
USA,b,1977,95,0.26549,0.23437,0.5,4598,1078,4059,14586,3.17
USA,b,1977,96,0.28598,0.25020,0.5,3520,881,3080,10527,2.99
USA,b,1977,97,0.30745,0.26649,0.5,2640,703,2288,7447,2.82
USA,b,1977,98,0.32986,0.28316,0.5,1936,548,1662,5159,2.66
USA,b,1977,99,0.35313,0.30014,0.5,1388,417,1180,3497,2.52
USA,b,1977,100,0.37719,0.31734,0.5,971,308,817,2318,2.39
USA,b,1977,101,0.40192,0.33467,0.5,663,222,552,1500,2.26
USA,b,1977,102,0.42723,0.35203,0.5,441,155,364,948,2.15
USA,b,1977,103,0.45299,0.36933,0.5,286,106,233,585,2.05
USA,b,1977,104,0.47905,0.38648,0.5,180,70,145,352,1.95
USA,b,1977,105,0.50529,0.40338,0.5,111,45,88,206,1.86
USA,b,1977,106,0.53154,0.41993,0.5,66,28,52,118,1.79
USA,b,1977,107,0.55767,0.43608,0.5,38,17,30,66,1.72
USA,b,1977,108,0.58353,0.45173,0.5,22,10,17,36,1.66
USA,b,1977,109,0.60897,0.46683,0.5,12,6,9,19,1.61
USA,b,1977,110+,0.63388,1.00000,1.58,6,6,10,10,1.58
USA,b,1978,0,0.01407,0.01389,0.09,100000,1389,98732,7339328,73.39
USA,b,1978,1,0.00103,0.00103,0.5,98611,102,98560,7240595,73.43
USA,b,1978,2,0.00069,0.00069,0.5,98509,68,98475,7142036,72.50
USA,b,1978,3,0.00053,0.00053,0.5,98441,52,98414,7043561,71.55
USA,b,1978,4,0.00043,0.00043,0.5,98388,42,98367,6945146,70.59
USA,b,1978,5,0.00039,0.00039,0.5,98346,38,98327,6846779,69.62
USA,b,1978,6,0.00036,0.00036,0.5,98308,36,98290,6748452,68.65
USA,b,1978,7,0.00033,0.00033,0.5,98272,32,98256,6650162,67.67
USA,b,1978,8,0.00029,0.00029,0.5,98240,29,98226,6551906,66.69
USA,b,1978,9,0.00027,0.00027,0.5,98211,27,98198,6453680,65.71
USA,b,1978,10,0.00027,0.00027,0.5,98185,27,98171,6355482,64.73
USA,b,1978,11,0.00028,0.00028,0.5,98158,27,98144,6257311,63.75
USA,b,1978,12,0.00030,0.00030,0.5,98130,29,98116,6159167,62.77
USA,b,1978,13,0.00038,0.00038,0.5,98101,38,98082,6061051,61.78
USA,b,1978,14,0.00043,0.00043,0.5,98063,42,98042,5962969,60.81
USA,b,1978,15,0.00058,0.00058,0.5,98021,57,97993,5864927,59.83
USA,b,1978,16,0.00082,0.00082,0.5,97964,80,97924,5766934,58.87
USA,b,1978,17,0.00102,0.00102,0.5,97884,100,97834,5669010,57.92
USA,b,1978,18,0.00121,0.00121,0.5,97784,118,97725,5571177,56.97
USA,b,1978,19,0.00130,0.00129,0.5,97666,126,97602,5473452,56.04
USA,b,1978,20,0.00131,0.00131,0.5,97539,127,97475,5375850,55.11
USA,b,1978,21,0.00136,0.00136,0.5,97412,133,97345,5278374,54.19
